source_concept_id,codigo_fuente,cause_level,cause_name,level_1_name,level_2_name,level_3_name,level_4_name,cie10,regex_r,yll_flag,yld_flag,burden_component_class,redistribution_target_eligible_default,abds_target_scope_excluded,australia_check,australia_note,classification_basis,evidence_source,suggested_redistribution_pool,conflict_or_review_flag
9000490,490,2,Condiciones neonatales,"Condiciones transmisibles, maternas, perinatales y nutricionales",Condiciones neonatales,,,"P00-P96 (menos P23, P37.3, P37.4)",^(?!P23[0-9]?$)(?!P373$)(?!P374$)(?:P(?:00|01|02|03|04|05|06|07|08|09|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96)[0-9]?).*,1,1,both,1,0,not_checked,,Derived from descendants: mixed and/or both components present,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,0
9000500,500,3,Complicaciones del parto prematuro,"Condiciones transmisibles, maternas, perinatales y nutricionales",Condiciones neonatales,Complicaciones del parto prematuro,,"P05, P07, P22, P27-P28",^(?:P05[0-9]?|P07[0-9]?|P22[0-9]?|P(?:27|28)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000510,510,3,Asfixia perinatal y trauma del parto,"Condiciones transmisibles, maternas, perinatales y nutricionales",Condiciones neonatales,Asfixia perinatal y trauma del parto,,"P03, P10-P15, P20-P21, P24-P26, P29",^(?:P03[0-9]?|P(?:10|11|12|13|14|15)[0-9]?|P(?:20|21)[0-9]?|P(?:24|25|26)[0-9]?|P29[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000520,520,3,Sepsis neonatal e infecciones,"Condiciones transmisibles, maternas, perinatales y nutricionales",Condiciones neonatales,Sepsis neonatal e infecciones,,"P35-P39 (menos P37.3, P37.4)",^(?!P373$)(?!P374$)(?:P(?:35|36|37|38|39)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000530,530,3,Otras condiciones neonatales,"Condiciones transmisibles, maternas, perinatales y nutricionales",Condiciones neonatales,Otras condiciones neonatales,,"P00-P02, P04, P08, P50-P96",^(?:P(?:00|01|02)[0-9]?|P04[0-9]?|P08[0-9]?|P(?:50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000540,540,2,Deficiencias nutricionales,"Condiciones transmisibles, maternas, perinatales y nutricionales",Deficiencias nutricionales,,,"D50-D53, E00-E02, E40-E46, E50-E64",^(?:D(?:50|51|52|53)[0-9]?|E(?:00|01|02)[0-9]?|E(?:40|41|42|43|44|45|46)[0-9]?|E(?:50|51|52|53|54|55|56|57|58|59|60|61|62|63|64)[0-9]?).*,1,1,both,1,0,not_checked,,Derived from descendants: mixed and/or both components present,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,0
9000550,550,3,Desnutrición proteico-energética,"Condiciones transmisibles, maternas, perinatales y nutricionales",Deficiencias nutricionales,Desnutrición proteico-energética,,E40-E46,^(?:E(?:40|41|42|43|44|45|46)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000560,560,3,Deficiencia de yodo,"Condiciones transmisibles, maternas, perinatales y nutricionales",Deficiencias nutricionales,Deficiencia de yodo,,E00-E02,^(?:E(?:00|01|02)[0-9]?).*,0,1,yld_only,0,0,agree,,GBD exact/near-exact match,GBD 2021 hierarchy file,Redistribuir dentro de nutricionales fatales plausibles o infecciosas relacionadas.,0
9000570,570,3,Deficiencia de vitamina A,"Condiciones transmisibles, maternas, perinatales y nutricionales",Deficiencias nutricionales,Deficiencia de vitamina A,,E50,^(?:E50[0-9]?).*,0,1,yld_only,0,0,agree,,GBD exact/near-exact match,GBD 2021 hierarchy file,Redistribuir dentro de nutricionales fatales plausibles o infecciosas relacionadas.,0
9000580,580,3,Deficiencia de hierro en la dieta,"Condiciones transmisibles, maternas, perinatales y nutricionales",Deficiencias nutricionales,Deficiencia de hierro en la dieta,,"D50, D64.9",^(?:D50[0-9]?|D649).*,0,1,yld_only,0,0,agree,,GBD exact/near-exact match,GBD 2021 hierarchy file,Redistribuir dentro de nutricionales fatales plausibles o infecciosas relacionadas.,0
9000590,590,3,Otras deficiencias nutricionales,"Condiciones transmisibles, maternas, perinatales y nutricionales",Deficiencias nutricionales,Otras deficiencias nutricionales,,"D51-D53, E51-E64",^(?:D(?:51|52|53)[0-9]?|E(?:51|52|53|54|55|56|57|58|59|60|61|62|63|64)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000600,600,1,Enfermedades no transmisibles,Enfermedades no transmisibles,,,,"C00-C97, D00-D48, D55-D64 (menos D64.9), D65-D89, E03-E07, E10-E34, E65-E88, F01-F99, G06-G98 (menos G14), H00-H61, H68-H93, I00-I99, J30-J98 (menos J69, J96), K00-K92, L00-L98, M00-M99, N00-N64, N75-N98, Q00-Q99, X41-X42, X44, X45, R95",^(?!D649$)(?!G14[0-9]?$)(?!J69[0-9]?$)(?!J96[0-9]?$)(?:C(?:00|01|02|03|04|05|06|07|08|09|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97)[0-9]?|D(?:00|01|02|03|04|05|06|07|08|09|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48)[0-9]?|D(?:55|56|57|58|59|60|61|62|63|64)[0-9]?|D(?:65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89)[0-9]?|E(?:03|04|05|06|07)[0-9]?|E(?:10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34)[0-9]?|E(?:65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88)[0-9]?|F(?:01|02|03|04|05|06|07|08|09|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99)[0-9]?|G(?:06|07|08|09|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98)[0-9]?|H(?:00|01|02|03|04|05|06|07|08|09|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61)[0-9]?|H(?:68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93)[0-9]?|I(?:00|01|02|03|04|05|06|07|08|09|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99)[0-9]?|J(?:30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98)[0-9]?|K(?:00|01|02|03|04|05|06|07|08|09|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92)[0-9]?|L(?:00|01|02|03|04|05|06|07|08|09|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98)[0-9]?|M(?:00|01|02|03|04|05|06|07|08|09|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99)[0-9]?|N(?:00|01|02|03|04|05|06|07|08|09|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64)[0-9]?|N(?:75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98)[0-9]?|Q(?:00|01|02|03|04|05|06|07|08|09|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99)[0-9]?|X(?:41|42)[0-9]?|X44[0-9]?|X45[0-9]?|R95[0-9]?).*,1,1,both,1,0,not_checked,,Derived from descendants: mixed and/or both components present,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,0
9000610,610,2,Neoplasias malignas,Enfermedades no transmisibles,Neoplasias malignas,,,C00-C97,^(?:C(?:00|01|02|03|04|05|06|07|08|09|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97)[0-9]?).*,1,1,both,1,0,not_checked,,Derived from descendants: mixed and/or both components present,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,0
9000620,620,3,Cánceres de boca y orofaringe,Enfermedades no transmisibles,Neoplasias malignas,Cánceres de boca y orofaringe,,C00-C14,^(?:C(?:00|01|02|03|04|05|06|07|08|09|10|11|12|13|14)[0-9]?).*,1,1,both,1,0,not_checked,,Derived from descendants: mixed and/or both components present,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,0
9000621,621,4,Labio y cavidad oral,Enfermedades no transmisibles,Neoplasias malignas,Cánceres de boca y orofaringe,Labio y cavidad oral,C00-C08,^(?:C(?:00|01|02|03|04|05|06|07|08)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000622,622,4,Nasofaringe,Enfermedades no transmisibles,Neoplasias malignas,Cánceres de boca y orofaringe,Nasofaringe,C11,^(?:C11[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000623,623,4,Otras partes de la faringe,Enfermedades no transmisibles,Neoplasias malignas,Cánceres de boca y orofaringe,Otras partes de la faringe,"C09-C10, C12-C14",^(?:C(?:09|10)[0-9]?|C(?:12|13|14)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000630,630,3,Cáncer de esófago,Enfermedades no transmisibles,Neoplasias malignas,Cáncer de esófago,,C15,^(?:C15[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000640,640,3,Cáncer de estómago,Enfermedades no transmisibles,Neoplasias malignas,Cáncer de estómago,,C16,^(?:C16[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000650,650,3,Cánceres de colon y recto,Enfermedades no transmisibles,Neoplasias malignas,Cánceres de colon y recto,,C18-C21,^(?:C(?:18|19|20|21)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000660,660,3,Cáncer de hígado,Enfermedades no transmisibles,Neoplasias malignas,Cáncer de hígado,,C22,^(?:C22[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000670,670,3,Cáncer de páncreas,Enfermedades no transmisibles,Neoplasias malignas,Cáncer de páncreas,,C25,^(?:C25[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000680,680,3,"Cánceres de tráquea, bronquios y pulmón",Enfermedades no transmisibles,Neoplasias malignas,"Cánceres de tráquea, bronquios y pulmón",,C33-C34,^(?:C(?:33|34)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000690,690,3,Melanoma y otros cánceres de piel,Enfermedades no transmisibles,Neoplasias malignas,Melanoma y otros cánceres de piel,,C43-C44,^(?:C(?:43|44)[0-9]?).*,1,1,both,1,0,not_checked,,Derived from descendants: mixed and/or both components present,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,0
9000691,691,4,Melanoma maligno de piel,Enfermedades no transmisibles,Neoplasias malignas,Melanoma y otros cánceres de piel,Melanoma maligno de piel,C43,^(?:C43[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000692,692,4,Cáncer de piel no melanoma,Enfermedades no transmisibles,Neoplasias malignas,Melanoma y otros cánceres de piel,Cáncer de piel no melanoma,C44,^(?:C44[0-9]?).*,1,1,both,1,0,agree,,GBD exact/near-exact match,GBD 2021 hierarchy file,Redistribución proporcional restringida dentro del bloque fatal plausible.,0
9000700,700,3,Cáncer de mama,Enfermedades no transmisibles,Neoplasias malignas,Cáncer de mama,,C50,^(?:C50[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000710,710,3,Cáncer de cuello uterino,Enfermedades no transmisibles,Neoplasias malignas,Cáncer de cuello uterino,,C53,^(?:C53[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000720,720,3,Cáncer de cuerpo uterino,Enfermedades no transmisibles,Neoplasias malignas,Cáncer de cuerpo uterino,,C54,^(?:C54[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000730,730,3,Cáncer de ovario,Enfermedades no transmisibles,Neoplasias malignas,Cáncer de ovario,,C56,^(?:C56[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000740,740,3,Cáncer de próstata,Enfermedades no transmisibles,Neoplasias malignas,Cáncer de próstata,,C61,^(?:C61[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000742,742,3,Cáncer de testículo,Enfermedades no transmisibles,Neoplasias malignas,Cáncer de testículo,,C62,^(?:C62[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000745,745,3,"Cáncer de riñón, pelvis renal y uréter",Enfermedades no transmisibles,Neoplasias malignas,"Cáncer de riñón, pelvis renal y uréter",,C64-C66,^(?:C(?:64|65|66)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000750,750,3,Cáncer de vejiga,Enfermedades no transmisibles,Neoplasias malignas,Cáncer de vejiga,,C67,^(?:C67[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000751,751,3,Cánceres del cerebro y sistema nervioso,Enfermedades no transmisibles,Neoplasias malignas,Cánceres del cerebro y sistema nervioso,,C70-C72,^(?:C(?:70|71|72)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000752,752,3,Cáncer de vesícula y vías biliares,Enfermedades no transmisibles,Neoplasias malignas,Cáncer de vesícula y vías biliares,,C23-C24,^(?:C(?:23|24)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000753,753,3,Cáncer de larínge,Enfermedades no transmisibles,Neoplasias malignas,Cáncer de larínge,,C32,^(?:C32[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000754,754,3,Cáncer de tiroides,Enfermedades no transmisibles,Neoplasias malignas,Cáncer de tiroides,,C73,^(?:C73[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000755,755,3,Mesotelioma,Enfermedades no transmisibles,Neoplasias malignas,Mesotelioma,,C45,^(?:C45[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000760,760,3,Linfomas y mieloma múltiple,Enfermedades no transmisibles,Neoplasias malignas,Linfomas y mieloma múltiple,,"C81-C90, C96",^(?:C(?:81|82|83|84|85|86|87|88|89|90)[0-9]?|C96[0-9]?).*,1,1,both,1,0,not_checked,,Derived from descendants: mixed and/or both components present,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,0
9000761,761,4,Linfoma de Hodgkin,Enfermedades no transmisibles,Neoplasias malignas,Linfomas y mieloma múltiple,Linfoma de Hodgkin,C81,^(?:C81[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000762,762,4,Linfoma no Hodgkin,Enfermedades no transmisibles,Neoplasias malignas,Linfomas y mieloma múltiple,Linfoma no Hodgkin,"C82-C86, C96",^(?:C(?:82|83|84|85|86)[0-9]?|C96[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000763,763,4,Mieloma múltiple,Enfermedades no transmisibles,Neoplasias malignas,Linfomas y mieloma múltiple,Mieloma múltiple,"C88, C90",^(?:C88[0-9]?|C90[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000770,770,3,Leucemia,Enfermedades no transmisibles,Neoplasias malignas,Leucemia,,C91-C95,^(?:C(?:91|92|93|94|95)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000780,780,3,Otros tumores malignos,Enfermedades no transmisibles,Neoplasias malignas,Otros tumores malignos,,"C17, C26-C31, C37-C41, C46-C49, C51, C52, C57-C60, C63, C68, C69, C74-C75, C77-C97",^(?:C17[0-9]?|C(?:26|27|28|29|30|31)[0-9]?|C(?:37|38|39|40|41)[0-9]?|C(?:46|47|48|49)[0-9]?|C51[0-9]?|C52[0-9]?|C(?:57|58|59|60)[0-9]?|C63[0-9]?|C68[0-9]?|C69[0-9]?|C(?:74|75)[0-9]?|C(?:77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000790,790,2,Otras neoplasias,Enfermedades no transmisibles,Otras neoplasias,,,D00-D48,^(?:D(?:00|01|02|03|04|05|06|07|08|09|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000800,800,2,Diabetes mellitus,Enfermedades no transmisibles,Diabetes mellitus,,,"E10-E14 (menos E10.2, E11.2, E12.2, E13.2, E14.2)",^(?!E102$)(?!E112$)(?!E122$)(?!E132$)(?!E142$)(?:E(?:10|11|12|13|14)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000810,810,2,"Trastornos endocrinos, sanguíneos e inmunológicos",Enfermedades no transmisibles,"Trastornos endocrinos, sanguíneos e inmunológicos",,,"D55-D64 (menos D64.9), D65-D89, E03-E07, E15-E34, E65-E88",^(?!D649$)(?:D(?:55|56|57|58|59|60|61|62|63|64)[0-9]?|D(?:65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89)[0-9]?|E(?:03|04|05|06|07)[0-9]?|E(?:15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34)[0-9]?|E(?:65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88)[0-9]?).*,1,1,both,1,0,not_checked,,Derived from descendants: mixed and/or both components present,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,0
9000811,811,3,Talasemias,Enfermedades no transmisibles,"Trastornos endocrinos, sanguíneos e inmunológicos",Talasemias,,D56,^(?:D56[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000812,812,3,Trastornos de células falciformes y rasgo falciforme,Enfermedades no transmisibles,"Trastornos endocrinos, sanguíneos e inmunológicos",Trastornos de células falciformes y rasgo falciforme,,D57,^(?:D57[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000813,813,3,Otras hemoglobinopatías y anemias hemolíticas,Enfermedades no transmisibles,"Trastornos endocrinos, sanguíneos e inmunológicos",Otras hemoglobinopatías y anemias hemolíticas,,"D55, D58-D59",^(?:D55[0-9]?|D(?:58|59)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000814,814,3,"Otros trastornos endocrinos, sanguíneos e inmunológicos",Enfermedades no transmisibles,"Trastornos endocrinos, sanguíneos e inmunológicos","Otros trastornos endocrinos, sanguíneos e inmunológicos",,"D60-D64 (menos D64.9), D65-D89, E03-E07, E15-E34, E65-E88",^(?!D649$)(?:D(?:60|61|62|63|64)[0-9]?|D(?:65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89)[0-9]?|E(?:03|04|05|06|07)[0-9]?|E(?:15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34)[0-9]?|E(?:65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
